,redshift,luminosity_distance,theta_jn,psi,phase,geocent_time,Mf,af,eta,delta_mass,chi_eff,chi_PN,chi_s,mu,M,epsilon,lnAGR
31,0.09,440.0,0.0,0.0,-0.5719778672596454,0.0,62.93613788306978,0.7393863783826768,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.16333764516486698,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
32,0.09,440.0,0.0,0.0,-1.1464699519936876,0.0,62.93674387531327,0.6772441322601712,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.09036902301605523,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
33,0.09,440.0,0.0,0.0,0.8839059818333594,0.0,62.93727320883,0.6189207221188002,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.047270280859872706,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
34,0.09,440.0,0.0,0.0,0.8267826744505694,0.0,62.93616152105607,0.7371688266045457,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.08493857366535112,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
35,0.09,440.0,0.0,0.0,-1.2021608633661685,0.0,62.936295888641574,0.7238293641516321,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.04611449347304,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
36,0.09,440.0,0.0,0.0,0.312592312050665,0.0,62.9370003215047,0.6492424511816545,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.051551107414074586,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
37,0.09,440.0,0.0,0.0,-1.1834496857111423,0.0,62.93625359999717,0.727898416746677,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.06485076605859406,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
38,0.09,440.0,0.0,0.0,-1.3799824344667035,0.0,62.936716200975866,0.6802839067873824,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.13368268567685562,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
39,0.09,440.0,0.0,0.0,-0.27508624495685313,0.0,62.9364359160405,0.7096672764558933,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.1428813597810779,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
40,0.09,440.0,0.0,0.0,0.9455385770557447,0.0,62.936833564204015,0.6674340075398726,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.0060504873138881865,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
41,0.09,440.0,0.0,0.0,-2.1562705032003175,0.0,62.936987174708705,0.6506159167871973,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.08195798594665753,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
42,0.09,440.0,0.0,0.0,0.5536810645165665,0.0,62.936019983536845,0.7515547995033389,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.022540335074328233,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
43,0.09,440.0,0.0,0.0,-0.30805963171003475,0.0,62.93713677077098,0.6342788658687003,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.011351747884846296,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
44,0.09,440.0,0.0,0.0,-0.1340443886602558,0.0,62.93667010573867,0.6851172502510695,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.10992376534663392,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
45,0.09,440.0,0.0,0.0,1.916922820068264,0.0,62.93671395979513,0.6804871102208887,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.11789539696424017,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
46,0.09,440.0,0.0,0.0,1.7675090126251596,0.0,62.936310437934246,0.7218355015245653,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.19887850900368445,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
47,0.09,440.0,0.0,0.0,-0.04402066599580761,0.0,62.93712610550123,0.635080103472724,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.19186161228210752,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
48,0.09,440.0,0.0,0.0,1.8322290246559976,0.0,62.93676732484614,0.6741373383451233,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.19488993735800533,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
49,0.09,440.0,0.0,0.0,1.7523521960659372,0.0,62.936932887900554,0.656482207107263,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.10624324924483422,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
50,0.09,440.0,0.0,0.0,-1.6125197302364986,0.0,62.93672041149026,0.6796038452026413,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.027297060686381894,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
51,0.09,440.0,0.0,0.0,-2.1566466002292346,0.0,62.937291875019234,0.6166750338515329,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.11081602663286266,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
52,0.09,440.0,0.0,0.0,-1.9494995776331763,0.0,62.936401558525716,0.7131109544538103,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.09692069632472866,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
53,0.09,440.0,0.0,0.0,0.5036692026587763,0.0,62.936783576508375,0.6726058945047424,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.09557414885962096,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
54,0.09,440.0,0.0,0.0,-0.32548130227356115,0.0,62.93619490273372,0.7341609294042992,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.08506571922650777,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
55,0.09,440.0,0.0,0.0,1.8783054870074807,0.0,62.93638023235554,0.7150132195908462,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.0395958280629217,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
56,0.09,440.0,0.0,0.0,0.5389487129066729,0.0,62.93602835894297,0.7502583039904336,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.20299259561587515,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
57,0.09,440.0,0.0,0.0,-0.5715235294978744,0.0,62.93707944981314,0.6402322937648772,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.1985576625161634,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
58,0.09,440.0,0.0,0.0,-2.2039518991857556,0.0,62.93673344769846,0.6783787705030367,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.10140132713102096,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
59,0.09,440.0,0.0,0.0,-2.0602757962113905,0.0,62.936464792772085,0.7061208292139757,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.11887376863876542,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
60,0.09,440.0,0.0,0.0,1.112897490225519,0.0,62.93692191291457,0.6577038767476661,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.09226269344080532,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
61,0.09,440.0,0.0,0.0,1.1468186240120624,0.0,62.936577281694085,0.6942751837184566,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.17909501027961938,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
62,0.09,440.0,0.0,0.0,-2.1417569230593414,0.0,62.9371982195558,0.6275182027404064,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.03064649517514842,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
63,0.09,440.0,0.0,0.0,0.15431997421593593,0.0,62.9363990034491,0.7129096210988468,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.12241883848837073,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
64,0.09,440.0,0.0,0.0,-1.2443953747254586,0.0,62.937289187954974,0.617502842843457,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.12788362318951452,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
65,0.09,440.0,0.0,0.0,2.1407977498433177,0.0,62.936919528600036,0.6577036354058857,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.2168293748253235,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
66,0.09,440.0,0.0,0.0,-1.7775460219739043,0.0,62.936975124010914,0.6517692478121179,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.15963349919064895,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
67,0.09,440.0,0.0,0.0,-0.7575998139343665,0.0,62.93661259621957,0.690557198233939,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.18448289316369487,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
68,0.09,440.0,0.0,0.0,-0.9353577023977984,0.0,62.937073165561294,0.6415390624065175,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.08742623746734457,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
69,0.09,440.0,0.0,0.0,1.1845000485972161,0.0,62.93699458948321,0.6500901636733516,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.05018601401431878,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
70,0.09,440.0,0.0,0.0,1.346531625254036,0.0,62.936053075868685,0.7478132379943767,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.19448176689369068,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
71,0.09,440.0,0.0,0.0,0.9078585731914129,0.0,62.93637561400887,0.7157202113215922,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.06950906143760324,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
72,0.09,440.0,0.0,0.0,1.6158429574569642,0.0,62.93693922377031,0.6555813722854283,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.2081567036790766,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
73,0.09,440.0,0.0,0.0,0.7405678480460698,0.0,62.93717965737326,0.6298159499216575,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.13088445910930827,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
74,0.09,440.0,0.0,0.0,1.3586258982726687,0.0,62.93614867572118,0.7388335709926047,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.09134789643496344,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
75,0.09,440.0,0.0,0.0,-1.582551015996799,0.0,62.93716294933213,0.6310689527723001,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.14999291057848507,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
76,0.09,440.0,0.0,0.0,1.6550060324798546,0.0,62.936090632773116,0.7445962223162412,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.06357707036785729,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
77,0.09,440.0,0.0,0.0,1.1856058182383205,0.0,62.93623147371904,0.7305309248248082,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.1174192668893605,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
78,0.09,440.0,0.0,0.0,-1.6134973567665125,0.0,62.936282954993814,0.7248853416634317,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.07810971572521716,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
79,0.09,440.0,0.0,0.0,0.24178180215948758,0.0,62.93725222946515,0.6210776015879896,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.1447008484624803,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
80,0.09,440.0,0.0,0.0,-1.7620842436399244,0.0,62.936968454570724,0.6529734264006462,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.06298141930155852,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
81,0.09,440.0,0.0,0.0,-0.06203078007638372,0.0,62.93620864633478,0.7325142526622003,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.036227502199814424,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
82,0.09,440.0,0.0,0.0,1.4959464886926286,0.0,62.936580182640874,0.6942737905229661,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.033691459746883354,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
83,0.09,440.0,0.0,0.0,0.5003058755942398,0.0,62.936745275726324,0.6765796705597052,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.15131561129139154,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
84,0.09,440.0,0.0,0.0,0.05002043717153327,0.0,62.937045004017065,0.6440234813260389,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.201398540819786,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
85,0.09,440.0,0.0,0.0,-1.098387640906113,0.0,62.936454689517745,0.7073733331856921,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.020402699845770367,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
86,0.09,440.0,0.0,0.0,0.39943408390952717,0.0,62.93688123658938,0.6623308495323987,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.010969466165522052,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
87,0.09,440.0,0.0,0.0,-2.319268850266659,0.0,62.93711793914428,0.6363532505366164,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.01883145527469448,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
88,0.09,440.0,0.0,0.0,0.23767499152666624,0.0,62.93634710231546,0.7184067569066931,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.04260766382670899,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
89,0.09,440.0,0.0,0.0,-0.1727380444891311,0.0,62.93697022254886,0.6526210626845816,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.010232385068549586,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
90,0.09,440.0,0.0,0.0,1.384739031390787,0.0,62.93719893481358,0.6272167207492125,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.0712900440909196,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
91,0.09,440.0,0.0,0.0,-2.2392438730806705,0.0,62.936646215145025,0.687468613017459,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.030933412441714866,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
92,0.09,440.0,0.0,0.0,0.41614251754049664,0.0,62.936356124340506,0.7172836978001857,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.1381492795900579,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
93,0.09,440.0,0.0,0.0,0.2836349678263336,0.0,62.937208323301654,0.6261914632405816,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.05917743527770148,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
94,0.09,440.0,0.0,0.0,1.3430153877831295,0.0,62.93705794659541,0.643000788672305,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.011233427778245875,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
95,0.09,440.0,0.0,0.0,0.05004850981031759,0.0,62.9363336526581,0.7194248762469038,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.2174928794665979,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
96,0.09,440.0,0.0,0.0,-1.908906267711381,0.0,62.93638976070243,0.7136097366999388,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.24628718660170973,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
97,0.09,440.0,0.0,0.0,1.4013604405747817,0.0,62.93664784162399,0.687061782333986,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.0795855953664381,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
98,0.09,440.0,0.0,0.0,0.8164806031310878,0.0,62.93713271535468,0.6344589667166435,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.13784032123314427,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
99,0.09,440.0,0.0,0.0,0.8112056207119113,0.0,62.936097543205925,0.7432770313341529,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.2411048375538532,3.5614439643311365e+31,1.4326943649999998e+32,0.05,-57.46580703812978
