,redshift,luminosity_distance,theta_jn,dec,ra,psi,phase,geocent_time,Mf,af,eta,delta_mass,chi_eff,chi_PN,chi_s,mu,M
20,0.09,440.0,0.9986122611206075,1.0022242218784294,1.6261034297863874,0.7716051847969951,5.466283539585445,1118180959.0844781,64.39121867076489,0.6735446342327617,0.24623534748153825,0.12271352848747781,-0.09124792015817618,-0.06674343197169473,-0.1479653720565686,16.61815922607758,1.430851778074544e+32
21,0.09,440.0,1.4974527969025107,-0.16671546536104453,5.019080483465056,0.4461693633205407,1.9862331939121747,1116714162.1506608,59.045156154162036,0.6838675647968607,0.24994173683109605,0.015266062872124475,-0.015392682443329538,-0.011787997525310899,-0.021443386687910626,15.505842983845557,1.3130267536494717e+32
22,0.09,440.0,1.8079975568390303,0.44781782719652385,0.18841365503461482,1.9948411566833604,5.133212438581752,1107317870.059731,63.980251865465995,0.6780972908737838,0.24660459880061786,0.11654014242967245,-0.04411546756324125,-0.03181958872922082,-0.07413499367226659,16.551350503639473,1.4219937258003206e+32
23,0.09,440.0,1.8408028873326938,-0.17268069133234087,2.826628082362194,4.486048251804344,2.909759299856169,1105817647.0226223,52.09896021711745,0.6821747797339162,0.24446134891406152,0.14884422845295,-0.0542535140769466,-0.03559904699220455,-0.1134586192706914,13.354195591959256,1.157832101230058e+32
24,0.09,440.0,0.7335128404118237,0.18964439280426282,3.080824675235774,1.5565664681344054,4.46068708559749,1109107896.3069673,59.24460677071037,0.6323195558645578,0.24995852574073718,0.012880102369595976,-0.1512432802491154,-0.12485075906234941,-0.15699209158096833,15.495010020209094,1.3152622811909231e+32
25,0.09,440.0,2.06783041913945,-0.7272515697655427,4.840209730160209,3.6893731323930004,2.417486973770472,1111040557.994115,70.9490779847177,0.6730051935191219,0.24998664129872408,0.007309911429255366,-0.046286160853732834,-0.03797856192896222,-0.04941099176666655,18.618672897830844,1.5771522650587125e+32
26,0.09,440.0,2.2987933004602,-0.11717342968834243,1.1389616070677173,3.879898260997294,3.8578270072662875,1105943552.7084014,69.21877706350834,0.7147601163318357,0.24628852434978488,0.121843763077396,0.041104875698804236,0.04339030051845511,-0.013797093710482294,17.936577841291623,1.5404509743969504e+32
27,0.09,440.0,2.6131433609388686,-0.7569443960494187,5.921348411879458,4.451622179585652,5.662485365485981,1129624693.8263829,62.7778248851995,0.7021968718522452,0.2478748375503783,0.09219896853266175,0.01829150215413019,0.02091668301418795,-0.015746775571245847,16.362321525083907,1.3966679273780279e+32
28,0.09,440.0,1.958098615232644,0.8728577085206535,1.5485514633829605,3.595654482731016,5.981254122289448,1111350453.0972297,68.63287342526438,0.6887244411317301,0.24420176705686578,0.15229225775638375,-0.038216735175748084,-0.02144136061412113,-0.10213821763205866,17.581468903995685,1.5255850411647085e+32
29,0.09,440.0,2.5674425614019154,0.38807025343100565,4.03407184163341,2.3243416502089147,2.5013445112742936,1108309296.676606,73.93327878332906,0.680643196449558,0.24908628637066943,0.06045539278941529,-0.0554005945132323,-0.040813048415097856,-0.08707576024035807,19.33258243326706,1.6437710380692964e+32
30,0.09,440.0,2.4302835690875293,0.21777809819979388,5.46718040212342,2.1625967104170147,4.314834400992917,1134500880.5668616,56.86994297548113,0.656056639617185,0.24947946069914587,0.04563066078216107,-0.04798159828979605,-0.03771758659194513,-0.06117122715637882,14.874917288049481,1.2634082284032172e+32
31,0.09,440.0,1.7378913717836624,0.3221883560517358,0.3602424130535047,3.077686745214681,2.131221287035453,1104697296.1218905,56.081382494320806,0.6816933405141574,0.2461645476370584,0.1238620581605462,-0.053200715782098236,-0.03649860769387978,-0.10088129176437527,14.481396364278108,1.2465354355750131e+32
32,0.09,440.0,0.9643732421511201,-0.019038435309771007,0.9390898804630484,2.0459067107357187,6.011819686711239,1111871354.4630415,61.67051730590557,0.7053137193405851,0.24585647669095034,0.1287404102688764,0.018032840047923087,0.023625906079088356,-0.03382463697756116,15.93682623249825,1.3718989894114235e+32
33,0.09,440.0,1.3751142766690472,-1.0532638212510417,3.361998192765201,5.536633801765241,4.943844080736129,1110533328.0146558,60.796422831237486,0.639952953814822,0.2499806698925638,0.008793203611022144,-0.15262602742832745,-0.12647590620288243,-0.15553643132662096,15.909984570689348,1.3500257440161068e+32
34,0.09,440.0,1.1872309213951984,-0.19351361352935914,3.0595978235827888,2.8705104190378705,3.8702136855282325,1123832500.6938655,66.27928033768974,0.659632891990194,0.24958987100974453,0.04050328333631315,-0.10290087224114565,-0.08325471321362087,-0.11703494348806842,17.34047893785383,1.4726300362245304e+32
35,0.09,440.0,0.11377958096706295,-0.8164403918696784,2.8150132743359166,3.877013681096913,0.5175292911604721,1119027107.88425,61.068154876707226,0.7027943590292742,0.24994775726053287,0.014455827816786317,0.047169390708295234,0.04014751354243569,0.0417704193172789,16.066203196486022,1.3589631032898357e+32
36,0.09,440.0,2.296853918243025,-1.0889155315700438,2.081417634864429,0.4737986550719416,3.7629365693003147,1110449536.6514802,58.00524400187332,0.6918848157137336,0.24774927890481957,0.09488353060843478,-0.01614780840309893,-0.007518012811315871,-0.05179084073381668,15.095513084926763,1.2899778004250376e+32
37,0.09,440.0,1.6102714257447988,-0.0963809087504206,4.74809087424552,4.388234461014179,1.7847516810821813,1113161622.5020282,56.875329693268306,0.6419152692984521,0.24954395364587986,0.04271048368352401,-0.16440920820997756,-0.13366711435538736,-0.183168691844244,14.854252752861449,1.2629766494204344e+32
38,0.09,440.0,1.7118173652817297,0.1059235983696627,1.4550765656256857,5.605291969407657,4.506459718474033,1131266750.0529218,62.77287976017959,0.7250018925907787,0.23429639921557271,0.2506280174635488,0.11305519020614896,0.10872981483625722,0.027448779590957456,15.44628789628854,1.395729601783513e+32
39,0.09,440.0,1.7756993114947006,-0.839768484499777,5.726711795677056,2.569698513872886,1.9074284373115358,1129884844.6766515,61.16821616267574,0.6670350894459917,0.24972924178104983,0.03290946483613315,-0.07637320536381305,-0.061634430392893305,-0.08775196308798935,16.023330875101543,1.3594201725436823e+32
40,0.09,440.0,0.844007360312867,-0.5126374116814847,6.057607388973121,5.8632627269873705,5.20929609879186,1129699226.5232701,61.964525250778166,0.7020257277494726,0.24235012373850662,0.17492714210771848,0.04403744175406037,0.04386358486492784,0.0010666293008838312,15.770497887510835,1.377753076061074e+32
41,0.09,440.0,2.3646913158303207,1.0815144268612662,3.7199161341719003,6.152017651189847,2.2523647608304658,1104626880.3534646,56.22614493912413,0.6822511024293443,0.24836805421754135,0.08079469741161618,-0.04261004745698904,-0.030612334781421585,-0.07182366681207147,14.65960594306896,1.2500628566376195e+32
42,0.09,440.0,1.361311501703618,0.3224587060264086,0.24179619235472308,2.6061327327997934,0.43719412925964213,1105386827.6621115,68.51526595027106,0.6884813932336089,0.24944964926004903,0.04691911081642204,-0.015663938336359203,-0.009844413036663155,-0.034687221545105895,17.9588798047661,1.5237937642761487e+32
43,0.09,440.0,0.6592078294686143,1.2244468400416508,6.180557849540424,6.266382421019811,0.63998327251117,1120915437.4757266,55.436716929358404,0.667241471181087,0.24996843745956016,0.011236109725313982,-0.0668690291965782,-0.054913373670880575,-0.0711136662383833,14.538754678218961,1.2320801003605256e+32
44,0.09,440.0,2.74261877719112,0.6722323389711522,6.044248163299087,5.571186116047216,4.903240106973457,1122587468.5902581,60.356540906947906,0.7195153970042307,0.24772961171800142,0.09529718321122818,0.0716763271598935,0.06586038043576102,0.034906583881668174,15.747968821163463,1.3436909574013996e+32
45,0.09,440.0,1.7978319788706294,0.06167649986647028,5.177533865436774,3.855933747079781,1.8450997459680243,1108170686.1364837,59.765413333196186,0.6979627212013119,0.24925307770129593,0.054659758459183035,0.013948328465389749,0.015071105022486755,-0.006697576115368281,15.665596942305926,1.3296313155457204e+32
46,0.09,440.0,2.4915687559384128,0.5929503212649245,5.571646890865692,5.488747918612263,3.7187112325418727,1132740236.2742674,67.31115831431161,0.6746621343711771,0.2499098735855263,0.018986986540649335,-0.014399475752599191,-0.010900048745926677,-0.020819887358452305,17.663358764089477,1.4963568320323621e+32
47,0.09,440.0,1.6770885561325355,-0.4287087127508613,2.6779817462383044,4.753983156211878,3.779010141299078,1119060611.5147896,66.46075134201155,0.6726744347480907,0.2475851650819228,0.09828193970566888,-0.06464426242769668,-0.04936646236748314,-0.09174893979532725,17.257347022088393,1.4770000155337922e+32
48,0.09,440.0,0.70877870958898,0.767506470294891,2.642460526050859,2.4480269770455583,5.1461188086231,1107314832.922757,64.86717022607435,0.7068155212840701,0.24903136042766158,0.06224594998354215,0.0368300765919331,0.03503170880067317,0.010737157553982385,17.000511895448692,1.4435853481696277e+32
49,0.09,440.0,0.2561245019208059,0.00905497056806115,4.306269163192511,5.358218336704557,4.541157109876505,1124963581.4646761,64.9446623560447,0.6720863089451421,0.2489642258897727,0.06436688932136525,-0.0753166034514975,-0.058278373912336645,-0.10175420579974787,16.961127245415575,1.4434818331244945e+32
50,0.09,440.0,0.22879563650764106,0.9219699238114534,2.663530256869882,4.817163367896914,5.462911047687007,1128222044.4969144,65.52208577816613,0.652093961048913,0.24658735144668253,0.11683575742584112,-0.13617265798805545,-0.10726495180756726,-0.17430413386397597,16.91112016878941,1.4550193783026131e+32
51,0.09,440.0,1.899568937474683,-0.9976735136665991,5.2123551161578,4.0146556216248666,6.047751494300409,1120538027.6757622,69.02002042239123,0.6732301703685188,0.2489645060616159,0.06435818326783702,-0.05859069719208055,-0.046027781471666064,-0.07502704844746759,18.03010518546188,1.5341217751414816e+32
52,0.09,440.0,0.7246915405346329,-1.0802616728896812,3.0003436457356987,3.2427838191195293,0.10225515567206037,1126782030.5018396,62.890254897058355,0.6658701260026508,0.2481933853940183,0.08500857853138616,-0.08068358014553016,-0.06394055209461819,-0.10030178296725081,16.364942082858384,1.397419405231563e+32
53,0.09,440.0,2.582382456637857,-0.3722067592394256,5.111791077507919,2.913719078301587,5.7755897326107535,1131980424.980118,56.87828728622012,0.632403783310102,0.24682254030743073,0.11273792072890586,-0.002821228617954585,0.004621187267030431,-0.04483260438407355,14.692241086845769,1.26234756030629e+32
54,0.09,440.0,2.8019210852116854,0.3021485178889667,2.4359566985932415,2.3246688666087567,0.36084839173485633,1127990107.511841,56.88946779267808,0.706532597644797,0.24848933486250963,0.07773455184125881,0.02421843655241235,0.0263836397548298,-0.012955547124733346,14.873041632428034,1.2659581468621461e+32
55,0.09,440.0,0.7842732573782025,-1.1703034998268738,4.02792496740508,5.0991775944522475,4.478341362156353,1125789936.1054776,60.881894901220804,0.7243606607019036,0.24744908343793506,0.10101319838644707,0.09207144242721428,0.08252379440398051,0.05736875194664892,15.874083206677664,1.3556142952115384e+32
56,0.09,440.0,1.710086832953628,-1.012690268439414,0.18949420483218887,2.632896495854515,5.832127590862349,1111644461.4313185,67.45908582586597,0.6389947470250279,0.2498652262194685,0.023218422042116764,-0.11703751013717069,-0.09577989797378807,-0.12649504414875984,17.647454039386886,1.4979141775499332e+32
57,0.09,440.0,0.07381319758302686,0.6545111503684184,0.19911903705438028,5.701726014119417,0.39014524191966327,1126089531.3021963,54.18667721899745,0.6925666700647184,0.24870183307500854,0.07206016722132856,-0.010979540285996231,-0.004340772108991465,-0.03968929352311926,14.161289303767072,1.2052074197961386e+32
58,0.09,440.0,0.30449146884805117,-0.518837097590791,5.755486502750892,3.687176638402776,4.7884429779055155,1117787527.5581672,60.05292711359558,0.7215369294318877,0.24259763676272367,0.17207397522317355,0.0777999955103721,0.07525928183636402,0.015571627647914171,15.324560146580145,1.336288792025654e+32
59,0.09,440.0,1.3143828393595478,-0.9625156509916057,0.1462176438180028,3.085880815089064,4.49836510154032,1117395679.311374,58.06982054110847,0.6737884761118006,0.24975294320040398,0.031436081155005756,0.001455966753293156,0.0031266892552221674,-0.009946231384690418,15.228822294502866,1.2908583520139839e+32
60,0.09,440.0,2.2326101340810536,1.1059312407171649,2.990125130655486,4.15773743613386,0.7643448515847681,1111920859.029801,65.56796347244556,0.7281601555113826,0.24727867825325386,0.10433257874213975,0.10520863226024421,0.09352551995004443,0.0702484477271941,17.090165291689374,1.4601597246375995e+32
61,0.09,440.0,2.6496694624268415,-0.19648527922812287,4.7528988253783195,1.8308520899650504,2.526286266289757,1106453558.9636045,68.81025591266918,0.7006790767856297,0.24878805708839072,0.06962594090163172,0.01637325947076179,0.0182322997511864,-0.011110257448304683,18.00373317494128,1.5309372846141135e+32
62,0.09,440.0,1.530789377729628,-0.5109584750166056,4.327668032530249,3.599147238155212,2.92737612123485,1118217071.0337036,68.04688579415763,0.6834438487818565,0.24853817463306252,0.07646764981186341,-0.0375077446703903,-0.026660237077002637,-0.06489357641264765,17.756696698281296,1.5129609040914086e+32
63,0.09,440.0,2.1168778026578865,0.7910763337918487,3.251545880277105,0.8162379614884181,1.4735388768345075,1112805340.6919794,64.86215399006093,0.6800478560738372,0.24949918737837182,0.04475768634003267,-0.03513963687856146,-0.027117183618044306,-0.04780825709525584,16.993064462722646,1.4421227133618718e+32
64,0.09,440.0,1.2246719364000729,0.48337818481423733,0.9089482559735318,5.714444687537433,4.688168407843437,1108893339.8834352,56.91030181148107,0.6364856286250203,0.24974184216830717,0.032134581478082784,-0.17149914174505834,-0.14108869293110937,-0.18104909991837695,14.87275507724378,1.2635698650385635e+32
65,0.09,440.0,0.7609351482063513,0.7600800137855814,2.231635193523429,2.185488876036453,2.825325361279276,1135035345.0621183,62.69348921203361,0.6532235847902425,0.24994916577442633,0.014259624900201651,-0.11335746422720347,-0.0933760023070786,-0.11886128451561251,16.420806022747897,1.392721919592095e+32
66,0.09,440.0,0.676007950785262,-0.8802394535386866,1.773489989792115,0.363053575797336,5.354873412106361,1116571599.332566,66.85358979533835,0.7306749649376059,0.2460896581231984,0.12506545289249996,0.12513041990226914,0.10970133561032103,0.09322054549500097,17.341714866766544,1.4887510268862592e+32
67,0.09,440.0,2.279470814838654,-0.8359811542859039,1.063963343196037,4.9158417107874595,4.262660436205692,1104286204.003678,63.95362227908793,0.6964920294749226,0.2461568259502042,0.1239866775068328,-0.011614200932483125,-0.0011623271148285073,-0.06313164792809833,16.534517612543848,1.42226442379962e+32
68,0.09,440.0,0.8612289765526483,0.6982589217411039,4.785731797718277,0.15052893206678883,5.557885988025121,1131382390.4483905,59.71362109047805,0.7145708706078171,0.24633692191251905,0.12104673622169161,0.04596534926369274,0.046737129182822204,-0.004658314599570251,15.477132804651005,1.3289125364817981e+32
69,0.09,440.0,3.0604568170632698,1.1831471135751164,2.169480889554057,1.2186393716534227,3.5796480697447897,1127477251.4994023,63.102931747598646,0.6814106743834265,0.24641907118922624,0.11968172476654552,-0.05857824067035867,-0.04064373864886789,-0.10821310466673639,16.311219030527226,1.4026284301281717e+32
70,0.09,440.0,0.3835704799836031,-0.5477448171785126,5.331934358698947,0.5291316950186705,2.4220285497707623,1123075386.5793424,59.958800137598786,0.6825787835938871,0.2441291774470681,0.1532425861558319,-0.04045712633703945,-0.02534337296011421,-0.09204866507301443,15.349354585127394,1.3324796139158785e+32
71,0.09,440.0,1.082597513394547,0.6536181777238359,2.148269867204164,4.9705504645313585,4.640011140302096,1132132339.9816642,66.65701282601802,0.7004076092464444,0.2481857387070424,0.08518829245753494,0.012395862341074955,0.015770531136754834,-0.02021711514478805,17.393857255001635,1.4829202242011026e+32
72,0.09,440.0,2.2609211784368686,0.45191459939173484,5.551866392661911,4.556799725035855,3.9125916371845006,1122488136.4383404,53.88439240412791,0.6927834594588433,0.2487307276220451,0.07125369823258146,-0.012966149764783056,-0.005676623624191092,-0.04357473037958487,14.084094260443893,1.1984972258262142e+32
73,0.09,440.0,1.294254545610377,-0.7028262810467644,3.433339269728787,0.4707947254781124,3.602837799265562,1133330142.7209296,59.25457245654393,0.719865016824924,0.24829152190863596,0.08266748070103627,0.06175207753105642,0.058521287142265684,0.019346915860869396,15.49888647070802,1.3192582816541753e+32
74,0.09,440.0,1.3656508930121913,0.14463171198808356,5.039171885382958,2.6149879386840023,1.9758405118322284,1105504226.8792386,61.180677898298875,0.695584020896792,0.2395452564346256,0.20449688081116973,0.0013622283112274154,0.01337464300886107,-0.0745602907114884,15.367410853020647,1.35960201540881e+32
75,0.09,440.0,0.6142689516794836,0.5747093951620879,0.3183506196098966,0.22564471399890568,1.847914863438806,1126572021.2968755,65.63524350042503,0.6983112431008072,0.23627351856619375,0.23432013514682276,0.06048744669841794,0.05935518223118599,0.007125210198713733,16.25994041669949,1.4582314864827026e+32
76,0.09,440.0,2.5141479182448934,1.0219462118108233,1.5666645474116259,4.319099004381604,3.2085180744721193,1132718663.5369473,62.29800355939722,0.6595777023928353,0.24671870589181466,0.11456516238692087,-0.12106534666098068,-0.09375266867793662,-0.1645989487740387,16.095731865829297,1.3837698981326282e+32
77,0.09,440.0,0.1961618964936079,0.333223698074673,6.18581921640943,3.0738994772008734,0.7616447139794152,1127065974.6278214,64.11831771169157,0.6496593724127242,0.24635719873564937,0.12071124660694421,-0.1457605362615065,-0.11480397410962505,-0.18683245416750532,16.528802881226095,1.4237061144948974e+32
78,0.09,440.0,1.7979997339953424,0.9249602246790873,3.3358265389841932,6.018161205988924,3.105216095511572,1110339332.0543106,59.844461082333964,0.6747954573750797,0.24858043744561614,0.07535416523016807,-0.06348464755709798,-0.04853997326027189,-0.0893890574105472,15.607639802787027,1.3301934608609778e+32
79,0.09,440.0,1.6818207749072736,-0.9610299162705502,5.761260174078496,3.2852188428060374,3.0057843016470396,1130405132.7634346,63.15772331215067,0.6623542474261175,0.24906716982163313,0.06108453743352285,-0.1056428867050644,-0.08368320445677267,-0.13109146503869798,16.488125038619266,1.4033242513137554e+32
80,0.09,440.0,2.147321907534555,-0.7653851652556375,5.509500676316745,5.363904449517789,0.38799463595009753,1133510181.5315444,55.217387172838365,0.6815077929758372,0.24703913566381205,0.10882764972538728,-0.04155744063152474,-0.029047605830757627,-0.0752923178009304,14.314042787219394,1.2274344360773807e+32
81,0.09,440.0,2.255067421008823,-0.6458850332301874,3.7550903018616233,4.464253822083595,4.4268097776805515,1132331473.126377,60.040758377182755,0.6762389150488729,0.24925070824306142,0.0547463882621879,-0.05939684446662405,-0.045562584845049985,-0.08252477934963254,15.70597395619772,1.3347146861771452e+32
82,0.09,440.0,0.7427052830970657,-0.2656040830253512,2.681086084532386,6.190520360967635,2.778730926598915,1120000520.169789,60.45062740791717,0.6603860728389961,0.24991866501105942,0.01803718258937259,-0.09436010425300832,-0.07693762292571545,-0.10365163728140858,15.84036642155344,1.3432031447032138e+32
83,0.09,440.0,2.3266466728838515,-0.3312355750539322,2.5512322115647885,5.996139356778368,0.8515807478348376,1129484231.7331998,68.07309325547543,0.6490690902078066,0.24996285232066714,0.012189779215852162,-0.12560034333574976,-0.10367643180791722,-0.13040895664699761,17.824998115341007,1.5120321845109842e+32
84,0.09,440.0,1.7580957000409232,-0.6756291236115557,6.059777596930191,1.8426444835600946,2.978328976006858,1107436552.74079,66.15701236133526,0.6772090061667055,0.2481540721369199,0.08592852525395944,-0.06668077361453902,-0.049485192166360964,-0.10302919594052201,17.223814410873953,1.4705631158520694e+32
85,0.09,440.0,1.6607358446732388,-0.9334619510789625,0.9954051425612168,0.6977876883801258,6.256981242181372,1135160044.8309865,61.13334577959481,0.6866050301583587,0.24361814678284593,0.15977300419224838,-0.031379750408206106,-0.016891997844778062,-0.08842116569066621,15.619962774337807,1.358699903097709e+32
86,0.09,440.0,0.8279345322006403,0.10994158445378988,4.296960479612332,2.484918365706041,3.301998631410615,1111834865.5312471,67.85113749530059,0.702559727021755,0.23635381299922453,0.23363379037096094,0.05581578902810828,0.05757701466265425,-0.011079425362688605,16.81822890510509,1.5077046561347036e+32
87,0.09,440.0,2.4411721333555416,-0.1575659975029169,5.339432830779008,0.28405332373090975,3.6657908222069917,1122720876.6782272,55.64510118925846,0.6283284046050337,0.249796326484559,0.028542846069795645,-0.13894181909270076,-0.11348239789529024,-0.15154001639923736,14.541167000123828,1.2351867669653712e+32
88,0.09,440.0,1.4577743008514368,-1.2887175520207483,5.044181451895029,4.278227733480276,6.187098530217985,1115887562.69106,59.23854026750398,0.6709920894442875,0.2398770346676392,0.2012258962694491,-0.08009594614619768,-0.054269397318718104,-0.1600820198712914,14.870205035736982,1.3153866832179076e+32
89,0.09,440.0,1.6516607573359487,-0.10181612531219653,3.0543123701139208,4.543070672267208,3.23936137840791,1109701788.3366888,73.17541643141459,0.6680525040693555,0.2435485356906724,0.16064201579073395,-0.10445071320583123,-0.0759208154237578,-0.17417248336535726,18.65882031209015,1.6253055554089662e+32
90,0.09,440.0,1.6856292892420948,0.027398472109427363,5.669426526124562,1.852997136065212,1.5666210723625495,1107968518.0353816,56.05222060427915,0.6941832909971865,0.24083992373327406,0.1914165746922243,0.006447632213798249,0.015348426432810699,-0.05494967532777961,14.15961547307968,1.245741594777476e+32
91,0.09,440.0,1.9891876675596039,0.3456395438999098,3.1003228700112357,1.087335292017385,3.067640700957584,1124552152.8788283,65.60786113209022,0.6928987893633929,0.24710600485344228,0.10759173103092383,-0.008067858915786064,-0.0008456897861709046,-0.043455945797887,17.029050548398953,1.4590073968516252e+32
92,0.09,440.0,1.0963224829630174,-0.1804277126771805,3.005107952005879,2.6125172515490394,0.1366502225206067,1127604837.9985394,55.37790989762419,0.692403199952504,0.24201067689972106,0.1787660269769287,-0.010796463728869537,0.0013753731378192344,-0.07478016996450998,14.057622790007,1.2308289347361633e+32
93,0.09,440.0,1.3040233173755804,-1.313760431104655,3.8580411704381268,2.955057325835106,2.358761295635542,1132314656.2617323,67.00463787646133,0.7139022267211057,0.2481880600401751,0.08513377613673638,0.05360337298702151,0.05041475246758957,0.019102350230829207,17.507608624638,1.4914326619594709e+32
